# JPL Horizons, sun (COMMAND=10)
# center=SSB(500@0) frame=ICRF/FRAME units=KM-S corr=NONE
# jdtdb,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
2453135.000000000,5.811714449014168E+05,-2.659975911307202E+05,-1.281893741262564E+05,4.918100611796080E-03,1.113667656592568E-02,4.592633143314254E-03
2453165.000000000,5.931841866656919E+05,-2.370879134519146E+05,-1.162510851312290E+05,4.365748384705323E-03,1.116351449192181E-02,4.615450250367400E-03
2453195.000000000,6.038523294301947E+05,-2.081276045741583E+05,-1.042624150756714E+05,3.870763380318735E-03,1.117791679580572E-02,4.633028631173635E-03
2453225.000000000,6.133092709244277E+05,-1.791477496780813E+05,-9.224059490591798E+04,3.436935013862456E-03,1.118817406312262E-02,4.644697357273064E-03
2453255.000000000,6.217049797955012E+05,-1.500849673014035E+05,-8.016668828872383E+04,3.044043227945876E-03,1.124883216251105E-02,4.677112171105689E-03
2453285.000000000,6.290403281292185E+05,-1.207751676212214E+05,-6.796170927425008E+04,2.600459521035676E-03,1.136617155953826E-02,4.740907995785066E-03
2453315.000000000,6.351363789024331E+05,-9.118067304078535E+04,-5.559693689054912E+04,2.095035193718122E-03,1.146448808476298E-02,4.797967726959405E-03
2453345.000000000,6.398700453069081E+05,-6.137698052908664E+04,-4.310342257412401E+04,1.554459844392149E-03,1.152678888171153E-02,4.839910224706472E-03
2453375.000000000,6.431537064627482E+05,-3.146304810743236E+04,-3.051931225903946E+04,9.752023546534904E-04,1.153869182698052E-02,4.862534054554119E-03
2453405.000000000,6.449559206671998E+05,-1.624365079907309E+03,-1.792946175386717E+04,4.245092238135807E-04,1.147774276509262E-02,4.847725941223861E-03
2453435.000000000,6.454074226276486E+05,2.802379352231581E+04,-5.398801132471634E+03,-6.710893205456747E-05,1.140317990531341E-02,4.822692049559077E-03
2453465.000000000,6.445991761604825E+05,5.750805400519964E+04,7.083100582750884E+03,-5.582210386046556E-04,1.134299254432962E-02,4.806495077060742E-03
2453495.000000000,6.425198618192767E+05,8.681980926849763E+04,1.951434922721310E+04,-1.046893853204799E-03,1.127418354266544E-02,4.785711915002742E-03
2453525.000000000,6.391628828522544E+05,1.159516317005892E+05,3.189354306394678E+04,-1.547465112804998E-03,1.120537098995286E-02,4.767756643212316E-03
2453555.000000000,6.344394284009048E+05,1.448762169741319E+05,4.422344524754566E+04,-2.101282307635442E-03,1.109678226176155E-02,4.738938817293328E-03
2453585.000000000,6.282914762106978E+05,1.734078443209060E+05,5.642761550011895E+04,-2.633841375834945E-03,1.090764177535381E-02,4.672633439435898E-03
2453615.000000000,6.208507827951991E+05,2.013898270786324E+05,6.842946624155866E+04,-3.095474835970466E-03,1.068521695302278E-02,4.588860665473695E-03
2453645.000000000,6.122705240516077E+05,2.287966536714193E+05,8.021543053826196E+04,-3.514718512930050E-03,1.045916034216127E-02,4.502918491387075E-03
2453675.000000000,6.026872944130831E+05,2.556310789302131E+05,9.177705431515534E+04,-3.872176193190359E-03,1.025467558516998E-02,4.421147293257667E-03
2453705.000000000,5.922143754274963E+05,2.820159645798865E+05,1.031600242900744E+05,-4.214667547361783E-03,1.011900441486754E-02,4.369604997407681E-03
2453735.000000000,5.807570180453531E+05,3.081099672281882E+05,1.144442993199618E+05,-4.637286312841386E-03,1.001118961634958E-02,4.335653188413885E-03
2453765.000000000,5.681238290099105E+05,3.338867432296557E+05,1.256249445203074E+05,-5.119008952241771E-03,9.869968314661139E-03,4.287948430905892E-03
2453795.000000000,5.541945154673298E+05,3.592283767178776E+05,1.366536706658854E+05,-5.635214654974983E-03,9.675781819979849E-03,4.219382617172986E-03
2453825.000000000,5.388867727687807E+05,3.839565762604760E+05,1.474604033476576E+05,-6.168156247590944E-03,9.385908233882276E-03,4.109918604880775E-03
